full_name,place_id,google_name,address,phone,lat,lon,cuisine_keyword,image_url,grid_id,rating,review_count,price_level,opening_hour,wheelchair_friendly,inspection_date,inspection_grade,cuisine_type,amenities
"Vive La Crepe, 189 Columbus Avenue",,,,(+1) 855-273-7369,40.775131202921,-73.98044168523,,,M-0556,,,,,0.0,2025-04-24,A,French,
"Parm, 248 Mulberry Street",,,,(+1) 212-993-7189,40.723089378962,-73.995800621743,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://s3-media2.fl.yelpcdn.com/bphoto/QLu_JH158N2nyB6zH9vSjA/o.jpg,M-0155,3.7,1006.0,$$,"{'Monday': ['11:00–22:00'], 'Tuesday': ['11:00–22:00'], 'Wednesday': ['11:00–22:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['11:00–22:00'], 'Sunday': ['11:00–22:00']}",0.0,2023-10-03,A,Italian,
"Village Taverna Greek Grill, 81 University Place",,,,(+1) 212-982-3457,40.733428786732,-73.993194792899,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",https://s3-media2.fl.yelpcdn.com/bphoto/UgvNnC3DAd0TXiibbrqx4g/o.jpg,M-0230,3.8,432.0,$$,"{'Monday': ['11:00–23:00'], 'Tuesday': ['11:00–23:00'], 'Wednesday': ['11:00–23:00'], 'Thursday': ['11:00–23:00'], 'Friday': ['11:00–23:00'], 'Saturday': ['11:00–23:00'], 'Sunday': ['11:00–23:00']}",0.0,2024-06-04,A,Greek,
"Don'T Tell Mama, 343 West 46 Street",,,,(+1) 212-757-0788,40.760332633134,-73.989196053213,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",https://s3-media3.fl.yelpcdn.com/bphoto/YDj6FVzb2YX40WBD2hRS2w/o.jpg,M-0431,4.0,19.0,,"{'Monday': ['16:30–22:00'], 'Tuesday': ['16:30–22:00'], 'Wednesday': ['16:30–22:00'], 'Thursday': ['16:30–22:00'], 'Friday': ['16:30–00:00'], 'Saturday': ['16:30–00:00'], 'Sunday': ['16:30–22:00']}",0.0,2024-10-22,A,American,
"City Cafe, 35 West 43 Street",,,,(+1) 212-764-0444,40.754688450892,-73.981656870146,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",https://s3-media1.fl.yelpcdn.com/bphoto/ktcm9ovcaq9ffUBSzqdHGg/o.jpg,M-0374,3.1,55.0,$,"{'Monday': ['05:00–17:00'], 'Tuesday': ['05:00–19:00'], 'Wednesday': ['05:00–19:00'], 'Thursday': ['05:00–19:00'], 'Friday': ['05:00–19:00'], 'Saturday': ['06:30–15:00'], 'Sunday': []}",0.0,2024-05-07,A,Sandwiches,
"The Churchill Tavern, 45 East 28 Street",,,,(+1) 646-476-8419,40.743775784518,-73.985138805947,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",https://s3-media4.fl.yelpcdn.com/bphoto/JxCMab8kPBfgcZAm3UyeOA/o.jpg,M-0305,3.7,316.0,$$,"{'Monday': ['11:30–04:00'], 'Tuesday': ['11:30–04:00'], 'Wednesday': ['11:30–04:00'], 'Thursday': ['11:30–04:00'], 'Friday': ['11:30–04:00'], 'Saturday': ['11:30–04:00'], 'Sunday': ['11:30–04:00']}",0.0,2025-04-28,A,English,
"Popeyes, 125 Canal Street",,,,(+1) 212-966-7077,40.715909040079,-73.995126506458,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",https://s3-media1.fl.yelpcdn.com/bphoto/FIWqG-lHtgEXNt6aDKzVKw/o.jpg,M-0110,3.0,86.0,$,"{'Monday': ['10:30–22:00'], 'Tuesday': ['10:30–22:00'], 'Wednesday': ['10:30–22:00'], 'Thursday': ['10:30–22:00'], 'Friday': ['10:30–22:00'], 'Saturday': ['10:30–22:00'], 'Sunday': ['10:30–22:00']}",0.0,2025-04-24,A,Chicken,
"The Bedford Stone Street, 55 Stone Street",,,,(+1) 917-409-0251,40.704416337808,-74.010221384492,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",https://s3-media2.fl.yelpcdn.com/bphoto/1ltVeeC5Mt6_bMPtcFWVXQ/o.jpg,M-0045,3.7,6.0,,"{'Monday': ['16:00–00:00'], 'Tuesday': ['16:00–00:00'], 'Wednesday': ['16:00–00:00'], 'Thursday': ['16:00–01:00'], 'Friday': ['16:00–01:00'], 'Saturday': ['16:00–01:00'], 'Sunday': ['16:00–00:00']}",0.0,2024-11-07,,American,
"Manhattan Center / Hammerstein Ballroom, 311 West 34 Street",ChIJXzVc8a1ZwokRMxYbuMX3F7g,Hammerstein Ballroom at Manhattan Center,"311 W 34th St., New York, NY 10001, USA",(+1) 212-279-7740,40.752455530016,-73.994087950516,,,M-0351,4.2,1150.0,,,0.0,2019-05-21,,American,
"Tue Thai Food, 3 Greenwich Avenue",,,,(+1) 212-929-9888,40.733931279931,-73.999635561442,"[{'alias': 'thai', 'title': 'Thai'}]",https://s3-media2.fl.yelpcdn.com/bphoto/hOXmRW15NgH1V1OeZsIH-A/o.jpg,M-0228,3.7,435.0,$$,"{'Monday': ['11:30–15:45', '17:00–23:00'], 'Tuesday': ['11:30–15:45', '17:00–23:00'], 'Wednesday': ['11:30–15:45', '17:00–23:00'], 'Thursday': ['11:30–15:45', '17:00–23:00'], 'Friday': ['11:30–15:45', '17:00–23:00'], 'Saturday': ['11:30–15:45', '17:00–23:00'], 'Sunday': ['11:30–15:45', '17:00–23:00']}",0.0,2024-01-04,,Thai,
"Original Puglia Ristorante Italiano, 189 Hester Street",,,,(+1) 212-966-6006,40.71808572214,-73.997720097043,"[{'alias': 'italian', 'title': 'Italian'}]",https://s3-media4.fl.yelpcdn.com/bphoto/8dDDNeSornH2yjnTb5T14Q/o.jpg,M-0125,4.1,716.0,$$,"{'Monday': [], 'Tuesday': [], 'Wednesday': ['16:00–23:00'], 'Thursday': ['16:00–23:00'], 'Friday': ['12:00–23:00'], 'Saturday': ['12:00–23:00'], 'Sunday': ['15:00–23:00']}",0.0,2023-04-20,A,Italian,
"Juice Generation, 1486 3 Avenue",,,,(+1) 212-249-4071,40.777366534405,-73.955054436919,,,M-0583,,,,,0.0,2024-08-27,A,American,
"Bobwhite Counter., 94 Avenue C",,,,(+1) 212-228-2972,40.723718849383,-73.979107534112,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'tradamerican', 'title': 'American'}]",https://s3-media1.fl.yelpcdn.com/bphoto/Nd6sM6LE9QSHUbm1Rkm1pA/o.jpg,M-0175,4.3,977.0,$$,"{'Monday': ['11:00–21:00'], 'Tuesday': ['11:00–21:00'], 'Wednesday': ['11:00–21:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['11:00–22:00'], 'Sunday': ['11:00–21:00']}",0.0,2024-08-21,A,Soul Food,
"Inti N.Y.C., 820 10 Avenue",,,,(+1) 646-596-9216,40.767466308273,-73.989743630734,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",https://s3-media2.fl.yelpcdn.com/bphoto/H1rA_PB0B2j13XVeT60Rwg/o.jpg,M-0492,3.8,429.0,$$,"{'Monday': ['11:00–23:00'], 'Tuesday': ['11:00–23:00'], 'Wednesday': ['11:00–23:00'], 'Thursday': ['11:00–23:00'], 'Friday': ['11:00–23:00'], 'Saturday': ['11:00–23:00'], 'Sunday': ['11:00–23:00']}",0.0,2025-01-02,Z,Peruvian,
"Prince St Pizza, 27 Prince Street",,,,(+1) 212-966-4100,40.722927389298,-73.994638951146,"[{'alias': 'pizza', 'title': 'Pizza'}]",https://s3-media4.fl.yelpcdn.com/bphoto/Yv4EYmnpiHfGiqSlNyQndg/o.jpg,M-0156,4.3,5555.0,$,"{'Monday': ['10:00–03:00'], 'Tuesday': ['10:00–03:00'], 'Wednesday': ['10:00–00:00'], 'Thursday': ['10:00–05:00'], 'Friday': ['10:00–05:00'], 'Saturday': ['10:00–05:00'], 'Sunday': ['10:00–03:00']}",0.0,2024-09-14,,Pizza,
"Joe'S Pizza, 211 8 Avenue",,,,(+1) 212-243-3226,40.743826151871,-73.999556112616,"[{'alias': 'pizza', 'title': 'Pizza'}]",https://s3-media4.fl.yelpcdn.com/bphoto/RaDxJoET3ysJUqyZh26kvA/o.jpg,M-0300,2.9,110.0,$,"{'Monday': ['10:00–23:45'], 'Tuesday': ['10:00–23:45'], 'Wednesday': ['10:00–23:45'], 'Thursday': ['10:00–01:45'], 'Friday': ['10:00–03:45'], 'Saturday': ['10:00–03:45'], 'Sunday': ['11:00–23:00']}",0.0,2024-12-11,,Pizza,
"Karizma Lounge, 244 East 51 Street",,,,(+1) 212-605-9988,40.755997799021,-73.96927591414,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",https://s3-media2.fl.yelpcdn.com/bphoto/_hca12BZsKBuPy0PIDKiBQ/o.jpg,M-0397,3.2,352.0,$$,"{'Monday': ['16:00–04:00'], 'Tuesday': ['16:00–04:00'], 'Wednesday': ['16:00–04:00'], 'Thursday': ['16:00–04:00'], 'Friday': ['16:00–04:00'], 'Saturday': ['16:00–04:00'], 'Sunday': ['16:00–04:00']}",0.0,2024-10-30,B,Middle Eastern,
"Gotham Cafe, 1298 2 Avenue",,,,(+1) 212-717-0457,40.766386634056,-73.960108750534,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",https://s3-media2.fl.yelpcdn.com/bphoto/ulZOrtgxIicaYrJR_lUK_g/o.jpg,M-0502,3.2,226.0,$,"{'Monday': ['06:00–18:30'], 'Tuesday': ['06:00–18:30'], 'Wednesday': ['06:00–18:30'], 'Thursday': ['06:00–18:30'], 'Friday': ['06:00–18:30'], 'Saturday': ['06:00–18:00'], 'Sunday': ['06:00–17:00']}",0.0,2025-04-03,,Sandwiches,
"Orion Diner & Grill, 395 2 Avenue",,,,(+1) 212-510-8733,40.737679065278,-73.981062558825,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",https://s3-media2.fl.yelpcdn.com/bphoto/S_s-uNQmlx0MyNG0BQWdgg/o.jpg,M-0262,3.0,298.0,$$,"{'Monday': ['00:00–00:00'], 'Tuesday': ['00:00–00:00'], 'Wednesday': ['00:00–00:00'], 'Thursday': ['00:00–00:00'], 'Friday': ['00:00–00:00'], 'Saturday': ['00:00–00:00'], 'Sunday': ['00:00–00:00']}",0.0,2024-05-22,A,American,
"Yefsi Estiatorio, 1481 York Avenue",,,,(+1) 212-535-0293,40.77102162224,-73.950711909783,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",https://s3-media1.fl.yelpcdn.com/bphoto/igwrPy2imhIuhZc7-2agIw/o.jpg,M-0546,3.9,399.0,$$$,"{'Monday': ['12:00–15:00', '17:00–21:00'], 'Tuesday': ['12:00–15:00', '17:00–21:00'], 'Wednesday': ['12:00–15:00', '17:00–21:00'], 'Thursday': ['12:00–15:00', '17:00–21:00'], 'Friday': ['12:00–15:00', '17:00–21:00'], 'Saturday': ['12:00–15:00', '17:00–21:00'], 'Sunday': ['12:00–15:00', '17:00–21:00']}",0.0,2023-01-08,A,Greek,
"Buddha Beer Bar, 4476 Broadway",,,,(+1) 646-861-2595,40.857268600999,-73.93232682396,,,M-1062,,,,,0.0,2022-01-26,A,American,
"Dunkin', 1599 St Nicholas Avenue",,,,(+1) 212-568-1039,40.854815990249,-73.929719380597,,,M-1056,,,,,0.0,2024-09-05,A,Donuts,
"Starbucks, 977 Avenue Of The Americas",ChIJ-WebneFZwokR2MXIQKU90Ew,Starbucks,"977 6th Ave, New York, NY 10018, USA",(+1) 212-695-2915,40.750956300473,-73.986945421284,,,M-0353,3.3,34.0,,,0.0,2024-04-02,A,Coffee/Tea,
"Briciola, 370 West 51 Street",,,,(+1) 646-678-5763,40.763854030179,-73.987917564599,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",https://s3-media2.fl.yelpcdn.com/bphoto/wQQ-XHk5HACUgt3HNiPx2Q/o.jpg,M-0452,4.0,1096.0,$$,"{'Monday': ['11:30–00:00'], 'Tuesday': ['11:30–00:00'], 'Wednesday': ['11:30–00:00'], 'Thursday': ['11:30–00:00'], 'Friday': ['11:30–00:00'], 'Saturday': ['11:30–00:00'], 'Sunday': ['11:30–00:00']}",0.0,2023-11-16,A,Italian,
"Dunkin',' Baskin Robbins, 4942 Broadway",,,,(+1) 212-544-0453,40.867776345085,-73.920869117333,,,M-1104,,,,,0.0,2025-03-25,A,American,
"Quechua Nostra, 1634 Lexington Avenue",,,,(+1) 212-410-0707,40.790406452253,-73.947627833993,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",https://s3-media1.fl.yelpcdn.com/bphoto/gWqDB9lE-HW9L43TkEfR7A/o.jpg,M-0711,4.1,98.0,$$,"{'Monday': ['10:30–22:00'], 'Tuesday': ['10:30–22:00'], 'Wednesday': ['10:30–22:00'], 'Thursday': ['10:30–23:00'], 'Friday': ['10:30–23:00'], 'Saturday': ['10:30–23:00'], 'Sunday': []}",0.0,2024-09-16,A,Peruvian,
"Angelo'S Pizzeria, 117 West 57 Street",,,,(+1) 212-333-4333,40.764626562701,-73.977914191497,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",https://s3-media2.fl.yelpcdn.com/bphoto/0XEf78-yZ-plQXosA3oFlw/o.jpg,M-0475,4.0,1420.0,$$,"{'Monday': ['11:30–22:00'], 'Tuesday': ['11:30–22:00'], 'Wednesday': ['11:30–22:00'], 'Thursday': ['11:30–22:00'], 'Friday': ['11:30–23:00'], 'Saturday': ['11:30–23:00'], 'Sunday': ['11:30–22:00']}",0.0,2024-09-09,A,Pizza,
"Joanne Trattoria, 70 West 68 Street",,,,(+1) 212-721-0068,40.774505300857,-73.979875019758,,,M-0557,,,,,0.0,2024-12-12,A,Italian,
"Keur Coumba Restaurant, 125 West 116 Street",,,,(+1) 212-866-3900,40.802413304771,-73.950601887246,,,M-0841,,,,,0.0,2025-03-24,Z,African,
"Bottega Restaurant, 1331 2 Avenue",,,,(+1) 212-288-5282,40.76763244395,-73.959227128297,"[{'alias': 'italian', 'title': 'Italian'}]",https://s3-media3.fl.yelpcdn.com/bphoto/gnx6baj7rTERKnnVyIcnbw/o.jpg,M-0503,3.5,176.0,$$$,"{'Monday': ['12:00–23:00'], 'Tuesday': ['12:00–23:00'], 'Wednesday': ['12:00–23:00'], 'Thursday': ['12:00–23:00'], 'Friday': ['12:00–23:00'], 'Saturday': ['12:00–23:00'], 'Sunday': ['12:00–23:00']}",0.0,2024-04-02,A,Italian,
"Serafina, 7 9 Avenue",,,,(+1) 646-964-4494,40.739596297046,-74.006358371758,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}]",https://s3-media4.fl.yelpcdn.com/bphoto/Oa-qqkL9d6OX9ia-P5zhow/o.jpg,M-0269,2.9,438.0,$$,"{'Monday': ['12:00–22:00'], 'Tuesday': ['12:00–22:00'], 'Wednesday': ['12:00–22:00'], 'Thursday': ['12:00–22:00'], 'Friday': ['12:00–23:00'], 'Saturday': ['12:00–23:00'], 'Sunday': ['12:00–22:00']}",0.0,2023-10-17,A,Italian,
"Serafina, 2178 Broadway",,,,(+1) 212-595-0092,40.782355462305,-73.980840369019,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",https://s3-media3.fl.yelpcdn.com/bphoto/cp-JJMFDj6VjtkDRlibxvw/o.jpg,M-0630,2.6,524.0,$$$,"{'Monday': ['12:00–22:00'], 'Tuesday': ['12:00–22:00'], 'Wednesday': ['12:00–22:00'], 'Thursday': ['12:00–22:00'], 'Friday': ['11:30–22:00'], 'Saturday': ['11:30–22:00'], 'Sunday': ['11:30–22:00']}",0.0,2023-11-29,A,Italian,
"Conrad New York Main Kitchen, 102 North End Avenue",,,,(+1) 212-945-0100,40.714804609047,-74.016153324341,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",,M-0103,0.0,0.0,,"{'Monday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Tuesday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Wednesday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Thursday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Friday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Saturday': ['07:00–11:30', '12:30–14:30', '17:30–22:30'], 'Sunday': ['07:00–11:30', '12:30–14:30', '17:30–22:30']}",0.0,2024-01-05,A,American,
"Atrio, 102 North End Avenue",,,,(+1) 212-945-0100,40.714804609047,-74.016153324341,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",,M-0103,0.0,0.0,,"{'Monday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Tuesday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Wednesday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Thursday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Friday': ['06:30–11:00', '12:00–14:30', '17:30–22:30'], 'Saturday': ['07:00–11:30', '12:30–14:30', '17:30–22:30'], 'Sunday': ['07:00–11:30', '12:30–14:30', '17:30–22:30']}",0.0,2024-07-08,A,American,
"Corner Social, 321 Lenox Avenue",,,,(+1) 212-510-8552,40.808539748359,-73.944936749162,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",https://s3-media3.fl.yelpcdn.com/bphoto/hv62sN1UtfYnln8MRTuPoQ/o.jpg,M-0872,3.4,1357.0,$$,"{'Monday': [], 'Tuesday': ['16:00–00:00'], 'Wednesday': ['16:00–00:00'], 'Thursday': ['16:00–01:00'], 'Friday': ['16:00–02:00'], 'Saturday': ['11:00–02:00'], 'Sunday': ['11:00–01:00']}",0.0,2024-09-18,,American,
"The Little Beet Table, 333 Park Avenue South",,,,(+1) 212-466-3330,40.741176556414,-73.985626561977,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bars', 'title': 'Bars'}]",https://s3-media1.fl.yelpcdn.com/bphoto/BZpEbPU0cQUTuo4JYPuQCA/o.jpg,M-0276,4.1,685.0,$$,"{'Monday': ['11:00–22:00'], 'Tuesday': ['11:00–22:00'], 'Wednesday': ['11:00–22:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['11:00–22:00'], 'Sunday': ['11:00–21:00']}",0.0,2024-01-03,A,American,
"Gyu-Kaku, 321 West 44 Street",,,,(+1) 646-692-9115,40.758883444152,-73.989669154574,,,M-0410,,,,,0.0,2025-05-19,,Japanese,
"Gina La Fornarina, 26 East 91 Street",,,,(+1) 212-828-6800,40.784267615779,-73.957068332628,"[{'alias': 'italian', 'title': 'Italian'}]",https://s3-media4.fl.yelpcdn.com/bphoto/NBWueQHJ5S9pkjK3PiCPsg/o.jpg,M-0638,3.2,118.0,$$,"{'Monday': ['11:30–21:30'], 'Tuesday': ['11:30–21:30'], 'Wednesday': ['11:30–21:30'], 'Thursday': ['11:30–21:30'], 'Friday': ['11:30–21:30'], 'Saturday': ['11:30–21:30'], 'Sunday': ['11:30–21:30']}",0.0,2024-12-10,A,Italian,
"Chipotle Mexican Grill, 71 Spring Street",,,,(+1) 646-937-5202,40.722499305546,-73.997586461269,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",https://s3-media2.fl.yelpcdn.com/bphoto/BE3NFzhoPJzCGLDxpMSGHA/o.jpg,M-0155,2.3,133.0,$,"{'Monday': ['10:45–23:00'], 'Tuesday': ['10:45–23:00'], 'Wednesday': ['10:45–23:00'], 'Thursday': ['10:45–23:00'], 'Friday': ['10:45–23:00'], 'Saturday': ['10:45–23:00'], 'Sunday': ['10:45–23:00']}",0.0,2025-02-05,A,Tex-Mex,
"Taboonette, 30 East 13 Street",,,,(+1) 212-510-7871,40.734757231006,-73.992837430303,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'newamerican', 'title': 'New American'}]",https://s3-media2.fl.yelpcdn.com/bphoto/YG7NvVUvAqXGrL210-UuTw/o.jpg,M-0244,4.3,1093.0,$$,"{'Monday': ['10:00–22:00'], 'Tuesday': ['10:00–22:00'], 'Wednesday': ['10:00–22:00'], 'Thursday': ['10:00–22:00'], 'Friday': ['10:00–22:00'], 'Saturday': ['11:00–21:00'], 'Sunday': ['11:00–21:00']}",0.0,2023-11-27,B,Mediterranean,
"Smile To Go, 22 Howard Street",,,,(+1) 646-863-3893,40.719414211989,-74.000317461194,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",https://s3-media1.fl.yelpcdn.com/bphoto/U3tXrhTyF-ag36W1M5EPFQ/o.jpg,M-0139,3.6,134.0,$$,"{'Monday': ['08:00–17:00'], 'Tuesday': ['08:00–17:00'], 'Wednesday': ['08:00–17:00'], 'Thursday': ['08:00–17:00'], 'Friday': ['08:00–17:00'], 'Saturday': ['10:00–16:00'], 'Sunday': ['10:00–16:00']}",0.0,2025-05-22,,American,
"Irving Farm, 224 West 79 Street",,,,(+1) 212-874-7979,40.783518961904,-73.979254803809,,,M-0631,,,,,0.0,2024-08-01,A,Coffee/Tea,
"Nbc, 1221 6 Avenue",,,,(+1) 212-664-4454,40.759093865126,-73.982135738508,,,M-0413,,,,,0.0,2024-06-24,A,American,
"Starbucks, 49 1/2 1 Avenue",,,,(+1) 212-777-1752,40.724664263603,-73.987434036515,,,M-0172,,,,,0.0,2024-10-03,A,Coffee/Tea,
"Crown Fried Chicken, 2021 Amsterdam Avenue",,,,(+1) 212-740-7410,40.834895313962,-73.940531312918,"[{'alias': 'tradamerican', 'title': 'American'}]",https://s3-media2.fl.yelpcdn.com/bphoto/ue_j-6FqIDERNxGVMXUDqw/o.jpg,M-0991,4.6,14.0,$,,0.0,2025-01-10,A,Chicken,
"Union Square Events, 102 North End Avenue",,,,(+1) 212-488-1500,40.714804609047,-74.016153324341,,,M-0103,,,,,0.0,2024-07-31,A,American,
"Starbucks, 1140 Broadway",,,,(+1) 212-213-6519,40.743899731938,-73.988978588805,,,M-0303,,,,,0.0,2025-05-15,A,Coffee/Tea,
"Don Antonio Restaurant, 309 West 50 Street",,,,(+1) 646-719-1043,40.762555628615,-73.986730157337,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",https://s3-media2.fl.yelpcdn.com/bphoto/BfTkXV07qS3ZUCoO0n1JYw/o.jpg,M-0452,4.0,1822.0,$$,"{'Monday': ['11:30–22:00'], 'Tuesday': ['11:30–22:00'], 'Wednesday': ['11:30–22:00'], 'Thursday': ['11:30–22:00'], 'Friday': ['11:30–22:00'], 'Saturday': ['11:30–22:00'], 'Sunday': ['11:30–22:00']}",0.0,2023-04-28,A,Italian,
"The Wayland, 700 East 9 Street",,,,(+1) 212-777-7022,40.725217255644,-73.977847930217,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'tradamerican', 'title': 'American'}]",https://s3-media2.fl.yelpcdn.com/bphoto/k1NU7LYHAUZsPyfpFHiU3w/o.jpg,M-0175,4.4,558.0,$$,"{'Monday': ['16:00–02:00'], 'Tuesday': ['16:00–02:00'], 'Wednesday': ['16:00–02:00'], 'Thursday': ['16:00–03:00'], 'Friday': ['16:00–04:00'], 'Saturday': ['14:00–04:00'], 'Sunday': ['14:00–02:00']}",0.0,2024-11-26,A,American,
"Death Avenue Bar & Gril, 315 10 Avenue",,,,(+1) 212-695-8080,40.750981732143,-74.001779350221,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",https://s3-media1.fl.yelpcdn.com/bphoto/2SMoV30o4WQtS_QqbzMe5Q/o.jpg,M-0348,3.8,696.0,$$,"{'Monday': ['15:00–22:00'], 'Tuesday': ['15:00–22:00'], 'Wednesday': ['15:00–23:00'], 'Thursday': ['15:00–23:00'], 'Friday': ['15:00–23:00'], 'Saturday': ['12:00–23:00'], 'Sunday': ['12:00–20:00']}",0.0,2024-06-11,A,American,
"The Kati Roll Company, 229 East 53 Street",ChIJ4-FNneNYwokRPd2HJ1EL1zw,The Kati Roll Company,"229 E 53rd St, Manhattan, NY 10022, USA",(+1) 212-888-1700,40.757372741623,-73.968603896078,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}]",https://s3-media2.fl.yelpcdn.com/bphoto/U5M8rY0hvHq7_VZSthDgzw/o.jpg,M-0417,4.2,907.0,$,"{'Monday': ['11:30–21:00'], 'Tuesday': ['11:30–21:00'], 'Wednesday': ['11:30–21:00'], 'Thursday': ['11:30–21:00'], 'Friday': ['11:30–21:00'], 'Saturday': ['12:00–21:00'], 'Sunday': ['12:00–21:00']}",0.0,2024-05-09,A,Indian,
"Amelie, 22 West 8 Street",,,,(+1) 212-533-2962,40.732630229695,-73.99727578497,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",https://s3-media4.fl.yelpcdn.com/bphoto/cSDgVuPMnJgMLTrTNSEXug/o.jpg,M-0229,4.3,2982.0,$$$,"{'Monday': ['16:00–23:00'], 'Tuesday': ['16:00–23:00'], 'Wednesday': ['16:00–23:00'], 'Thursday': ['16:00–23:00'], 'Friday': ['15:00–23:59'], 'Saturday': ['11:00–23:59'], 'Sunday': ['11:00–23:00']}",0.0,2023-11-16,,French,
"Rafele, 29 7 Avenue South",,,,(+1) 212-252-1999,40.730804909105,-74.004394705519,,,M-0211,,,,,0.0,2024-01-16,A,Italian,
"The Ritz-Carlton Hotel, Auden, 50 Central Park South",,,,(+1) 212-308-9100,40.765155714236,-73.975051284673,,,M-0476,,,,,0.0,2025-05-21,Z,American,
"The Big Apple (Ritz Carlton Hotel Employee Cafeteria), 50 Central Park South",,,,(+1) 212-308-9100,40.765155714236,-73.975051284673,,,M-0476,,,,,0.0,2024-09-24,A,American,
