CAMIS,DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,inspection_times,violation_times,normalized_name,in_yelp_by_name,yelp_lat,yelp_lon,normalized_phone,in_yelp_by_phone,in_yelp_by_name_or_phone,distance_by_name_or_phone,yelp_combined_match_confidence
41336495,MAMA SUSHI,237,DYCKMAN STREET,10034.0,2125672450,Japanese,2024-12-23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,12.0,A,12/23/2024,05/26/2025,Cycle Inspection / Re-inspection,40.866054519793,-73.927874398645,112.0,10.0,29500.0,1064935.0,1022370008.0,MN01,4,4,mamasushi,True,40.71052,-73.952,2125672450,False,True,17413.508807724465,low
41345732,JOE COFFEE,405,WEST   23 STREET,10011.0,2122060669,Coffee/Tea,2025-03-19,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,03/19/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.746705393524,-74.001826152527,104.0,3.0,9300.0,1077236.0,1007217501.0,MN13,3,2,joecoffee,True,40.7533582,-73.97679370644006,2122060669,False,True,2234.6627809522506,low
41347614,SHAKE SHACK,366,COLUMBUS AVENUE,10024.0,6467478772,Hamburgers,2024-05-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,05/24/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.780886164749,-73.976265837667,107.0,6.0,16100.0,1030211.0,1011490031.0,MN12,3,2,shakeshack,True,40.71048753240868,-74.01240179999999,6467478772,False,True,8399.062663235805,low
41366512,STARBUCKS,130,FULTON STREET,10038.0,2129620439,Coffee/Tea,2025-04-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,04/10/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.710364426912,-74.00806169397,101.0,1.0,1502.0,1087245.0,1000797502.0,MN25,5,4,starbucks,True,40.72023566,-74.00095858,2129620439,False,True,1250.274981230191,low
41366519,STARBUCKS,1411,6 AVENUE,10019.0,2126641305,Coffee/Tea,2024-04-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,04/30/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.764681266138,-73.97693948003,105.0,4.0,13700.0,1023732.0,1010107505.0,MN17,3,1,starbucks,True,40.72023566,-74.00095858,2126641305,False,True,5340.346813796507,low
41374102,STARBUCKS,240,PARK AVENUE SOUTH,10003.0,2123751415,Coffee/Tea,2024-11-27,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,11/27/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.737968201829,-73.988008881315,105.0,2.0,5200.0,1087725.0,1008487505.0,MN13,3,2,starbucks,True,40.72023566,-74.00095858,2123751415,False,True,2253.5684112694466,low
41382150,SAPPHIRES EAST,333,EAST   60 STREET,10022.0,2124213600,American,2024-06-20,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7.0,A,06/20/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.760612432489,-73.96238636704,108.0,5.0,11000.0,1044200.0,1014350016.0,MN31,2,2,sapphireseast,False,40.751878,-73.983591,2124213600,True,True,2033.0444305683461,low
41382830,THE PERFECT PINT,203,EAST   45 STREET,10017.0,2128678159,Irish,2024-03-05,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12.0,A,03/05/2024,05/26/2025,Cycle Inspection / Re-inspection,40.752537516118,-73.972673881171,106.0,4.0,9000.0,1037598.0,1013190104.0,MN19,4,4,theperfectpint,True,40.7574091835053,-73.9837408764447,2128678159,False,True,1078.1525076284274,low
41382973,DUNKIN,466,10 AVENUE,10018.0,2125647613,Donuts,2024-07-18,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12.0,A,07/18/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.755952491247,-73.998133888485,104.0,3.0,11100.0,1012882.0,1007340001.0,MN13,3,2,dunkin,True,40.69904902489941,-73.91906113366176,2125647613,False,True,9188.74596719789,low
41383631,DUNKIN',130,CHURCH STREET,10007.0,2126083512,Donuts,2024-12-13,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9.0,A,12/13/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.714012180926,-74.008668149838,101.0,1.0,2100.0,1001434.0,1001337504.0,MN24,7,5,dunkin,True,40.69904902489941,-73.91906113366176,2126083512,False,True,7734.276723271136,low
41386642,RADIO STAR,3,WEST   35 STREET,10001.0,2125642520,American,2024-01-09,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,01/09/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.749317385439,-73.984585366659,105.0,4.0,8400.0,1015897.0,1008370036.0,MN17,3,3,radiostar,True,40.72980719642632,-73.96015919999999,2125642520,False,True,2990.2300445440524,low
41387302,DUNKIN,4353,BROADWAY,10033.0,2129270203,Donuts,2025-04-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,04/15/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.853341937247,-73.934131008193,112.0,10.0,27100.0,1064428.0,1021800140.0,MN35,3,3,dunkin,True,40.69904902489941,-73.91906113366176,2129270203,False,True,17203.452291895217,low
41387356,DUNKIN,3936,10 AVENUE,10034.0,9175974271,Donuts,2025-01-13,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,7.0,A,01/13/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.866489410223,-73.917453984001,112.0,10.0,29300.0,1064794.0,1022230034.0,MN01,5,5,dunkin,True,40.69904902489941,-73.91906113366176,9175974271,False,True,18619.013076926538,low
41391103,DUNKIN,30,ROCKEFELLER PLAZA,10112.0,2123334412,Donuts,2024-05-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,05/02/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.758747437799,-73.978692223615,105.0,4.0,10400.0,1076262.0,1012657501.0,MN17,3,2,dunkin,True,40.69904902489941,-73.91906113366176,2123334412,False,True,8325.466252609116,low
41394237,GOLDEN CITY CHINESE RESTAURANT,423,9 AVENUE,10001.0,2126439232,Chinese,2024-08-20,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,54.0,,,05/26/2025,Cycle Inspection / Re-inspection,40.753100648221,-73.99652059151,104.0,3.0,10300.0,1012849.0,1007310048.0,MN13,6,6,goldencitychineserestaurant,True,40.8513247,-73.9283376,2126439232,False,True,12338.03234840135,low
41394943,STARBUCKS,110,CHURCH STREET,10007.0,2125131451,Coffee/Tea,2024-10-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,10/31/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.713334181422,-74.009201924448,101.0,1.0,2100.0,1001410.0,1001260027.0,MN24,4,3,starbucks,True,40.72023566,-74.00095858,2125131451,False,True,1035.174922350789,low
41414279,JUST SALAD,600,3 AVENUE,10016.0,3473185386,Salads,2024-08-29,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,08/29/2024,05/26/2025,Cycle Inspection / Re-inspection,40.748972770073,-73.975782801828,106.0,4.0,8000.0,1019483.0,1008950045.0,MN20,4,4,justsalad,True,40.70382,-74.01174,3473185386,False,True,5864.214430191954,low
41421237,BILLY'S BAKERY,75,FRANKLIN STREET,10013.0,2126479958,Bakery Products/Desserts,2025-05-17,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,,,05/26/2025,Inter-Agency Task Force / Initial Inspection,40.717863331921,-74.004458782622,101.0,1.0,3300.0,1001903.0,1001740027.0,MN24,3,1,billysbakery,True,40.745323,-74.001861,2126479958,False,True,3061.211671118299,low
41436109,STARBUCKS,575,5 AVENUE,10017.0,2124903189,Coffee/Tea,2024-07-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,07/17/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.756384108784,-73.978205696835,105.0,4.0,9400.0,1035407.0,1012827501.0,MN17,3,1,starbucks,True,40.72023566,-74.00095858,2124903189,False,True,4453.24453889254,low
41443646,STARBUCKS,227,WEST   27 STREET,10001.0,2122175776,Coffee/Tea,2025-03-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,03/04/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.747119757708,-73.99499068076,105.0,3.0,9500.0,1014251.0,1007770018.0,MN17,3,2,starbucks,True,40.72023566,-74.00095858,2122175776,False,True,3031.371997094095,low
41459923,DUNKIN,2083,LEXINGTON AVENUE,10035.0,6463685906,Donuts,2024-12-26,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10.0,A,12/26/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.804841273182,-73.937061694761,111.0,9.0,19600.0,1054478.0,1017740020.0,MN34,5,4,dunkin,True,40.69904902489941,-73.91906113366176,6463685906,False,True,11860.879577273681,low
41463512,MCDONALD'S,824,3 AVENUE,10022.0,6469186885,Hamburgers,2024-03-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,03/07/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.756061274589,-73.970596964004,106.0,4.0,10000.0,1036456.0,1013050033.0,MN19,3,3,mcdonalds,True,40.70136294874,-73.9434894919395,6469186885,False,True,6496.953669703355,low
41466358,WOLFGANG'S STEAKHOUSE,200,EAST   54 STREET,10022.0,2125889653,Steakhouse,2024-10-09,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,10/09/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.758160479512,-73.968574646384,106.0,4.0,9800.0,1038549.0,1013270001.0,MN19,2,1,wolfgangssteakhouse,True,40.7211087,-74.0098128,2125889653,False,True,5389.356007231651,low
41466825,DUNKIN,101,WEST   23 STREET,10011.0,2126754040,Donuts,2024-07-01,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,07/01/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.743090356442,-73.993226281436,104.0,3.0,9100.0,1014954.0,1007990035.0,MN13,4,4,dunkin,True,40.69904902489941,-73.91906113366176,2126754040,False,True,7940.228723974029,low
41474503,SHAKE SHACK,300,WEST   44 STREET,10036.0,6464350136,Hamburgers,2024-05-14,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8.0,A,05/14/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.758699509221,-73.989275731418,104.0,3.0,12100.0,1088460.0,1010340037.0,MN15,4,4,shakeshack,True,40.71048753240868,-74.01240179999999,6464350136,False,True,5704.0610244790105,low
41474509,SHAKE SHACK,152,EAST   86 STREET,10028.0,6462375036,Hamburgers,2024-09-09,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,09/09/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.779260417173,-73.955060375189,108.0,5.0,14801.0,,1.0,MN40,3,3,shakeshack,True,40.71048753240868,-74.01240179999999,6462375036,False,True,9045.159401685163,low
41489737,PATSY'S PIZZERIA,1279,1 AVENUE,10065.0,2126931000,Italian,2024-09-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,09/17/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.765773612431,-73.957488233898,108.0,5.0,11800.0,1044761.0,1014430030.0,MN31,3,2,patsyspizzeria,True,40.750427,-73.972129,2126931000,False,True,2105.393582261443,low
41490991,LIPS RESTAURANT,227,EAST   56 STREET,10022.0,2126757710,American,2022-11-15,Violations were cited in the following area(s).,02A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature. • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process  • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request• Pork, any food containing pork to or above 150 °F for 15 seconds• Mechanically tenderized or injected meats to or above 155 °F.• Whole meat roasts and beef steak to or above required temperature and time except per individual customer request• Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred  • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",Critical,27.0,N,,05/26/2025,Cycle Inspection / Initial Inspection,40.759260762449,-73.967267421026,106.0,4.0,10800.0,1038592.0,1013300011.0,MN19,2,1,lipsrestaurant,False,40.73707,-74.00165,2126757710,True,True,3804.9394882368515,low
41502172,DUNKIN,19,RECTOR STREET,10006.0,2127858111,Donuts,2024-06-06,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,06/06/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.708126852564,-74.014128228775,101.0,1.0,1300.0,1000794.0,1000187501.0,MN25,4,2,dunkin,True,40.69904902489941,-73.91906113366176,2127858111,False,True,8077.111619756366,low
41524468,STARBUCKS,1491,LEXINGTON AVENUE,10029.0,2123690313,Coffee/Tea,2024-07-18,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11.0,A,07/18/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.785955887484,-73.95084525706,111.0,5.0,15802.0,1051703.0,1016240020.0,MN33,3,3,starbucks,True,40.72023566,-74.00095858,2123690313,False,True,8439.311337762983,low
41525442,FLEX MUSSELS,154,WEST   13 STREET,10011.0,2122290222,Seafood,2023-06-21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,20.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.7372963558,-73.998866935557,102.0,3.0,7100.0,1010601.0,1006080012.0,MN23,2,1,flexmussels,True,40.775412,-73.956219,2122290222,False,True,5555.794393972307,low
41541587,"SEATTLE COFFEE ROASTERS, PIER 79, NY WATERWAY",PIER 79,W 38TH ST,10018.0,9175363918,American,2023-10-02,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,10/02/2023,05/26/2025,Cycle Inspection / Initial Inspection,40.75191947312,-73.984996220221,105.0,4.0,8400.0,,1.0,MN17,2,1,seattlecoffeeroasterspier79nywaterway,False,40.70161,-74.01381,9175363918,True,True,6098.3611343022885,low
41541660,KRISPY KREME,2,PENN PLAZA,10121.0,2126950428,Donuts,2025-02-28,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,7.0,A,02/28/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.750009774218,-73.991345194031,105.0,3.0,10100.0,1083026.0,1007810002.0,MN17,4,4,krispykreme,True,40.77935615010132,-73.95599700202617,2126950428,False,True,4417.090076836811,low
41551165,SUNRISE MART,12,EAST   41 STREET,10017.0,6463809280,Asian/Asian Fusion,2024-09-19,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,,,05/26/2025,Cycle Inspection / Compliance Inspection,40.752517190087,-73.980708220948,105.0,4.0,8200.0,1035326.0,1012750064.0,MN20,5,5,sunrisemart,True,40.7232311,-74.0025149,6463809280,False,True,3739.0014665813865,low
41552224,BARNES & NOBLE CAFE,33,EAST   17 STREET,10003.0,2122530810,Coffee/Tea,2025-04-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,04/04/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.737018709814,-73.990062272518,105.0,2.0,5200.0,1016130.0,1008460030.0,MN13,6,4,barnesnoblecafe,True,40.8427057709731,-73.942898735404,2122530810,False,True,12404.498621483179,low
41553360,DUNKIN,1873,2 AVENUE,10029.0,2128602690,Donuts,2025-05-15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,05/15/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.784543319036,-73.946881363811,111.0,5.0,15602.0,1052379.0,1016460025.0,MN33,3,3,dunkin,True,40.69904902489941,-73.91906113366176,2128602690,False,True,9791.195334356586,low
41556791,JOE COFFEE,550,WEST  120 STREET,10027.0,2129247400,Brazilian,2024-12-11,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,A,12/11/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.809907586248,-73.960606368894,109.0,7.0,20300.0,1084477.0,1019730001.0,MN09,3,1,joecoffee,True,40.7533582,-73.97679370644006,2129247400,False,True,6434.017635158299,low
41573739,CREPERIE,112,MACDOUGAL STREET,10012.0,2017231055,French,2024-09-24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,09/24/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.729591804121,-74.000811815001,102.0,1.0,6500.0,1008692.0,1005400005.0,MN23,2,1,creperie,True,40.711547382455,-74.0153995156288,2017231055,False,True,2353.1241260470947,low
41577558,SUBWAY,36,WEST   46 STREET,10036.0,2122217565,Sandwiches,2025-02-27,Violations were cited in the following area(s).,20-07,"Letter grade or Grade Pending card removed, destroyed, modified, obscured, or otherwise tampered with",Not Critical,,,,05/26/2025,Administrative Miscellaneous / Re-inspection,40.756557409609,-73.980313607207,105.0,4.0,9600.0,1034263.0,1012610056.0,MN17,6,6,subway,True,40.7016126,-74.0138113,2122217565,False,True,6730.107140848063,low
41602382,BARNES & NOBLE CAFE,2289,BROADWAY,10024.0,2123628835,Coffee/Tea,2024-12-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,12/23/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.786076899431,-73.978325940873,107.0,6.0,17100.0,1032755.0,1012300008.0,MN12,4,4,barnesnoblecafe,True,40.8427057709731,-73.942898735404,2123628835,False,True,6966.993448180545,low
41605054,TOMPKINS SQUARE BAGELS,165,AVENUE A,10009.0,6463516520,Bagels/Pretzels,2024-08-13,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,08/13/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.728072549944,-73.982068318914,103.0,2.0,3400.0,1005948.0,1004380031.0,MN22,6,5,tompkinssquarebagels,True,40.76686,-73.96249,6463516520,False,True,4617.558288004251,low
41608825,STARBUCKS,345,EAST   69 STREET,10021.0,2124721312,Coffee/Tea,2025-05-21,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,05/21/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.766243259887,-73.958289366353,108.0,5.0,12600.0,1044821.0,1014440023.0,MN31,3,3,starbucks,True,40.72023566,-74.00095858,2124721312,False,True,6252.475873338845,low
41617377,STARBUCKS,1585,BROADWAY,10036.0,2125417515,Coffee/Tea,2024-07-29,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,07/29/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.760208690386,-73.985333660578,105.0,3.0,12500.0,1076193.0,1010197502.0,MN17,5,2,starbucks,True,40.72023566,-74.00095858,2125417515,False,True,4635.636812551124,low
41620128,THINK COFFEE,73,8 AVENUE,10014.0,6316718664,Coffee/Tea,2025-01-06,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,05/26/2025,Administrative Miscellaneous / Re-inspection,40.739448222901,-74.002756972294,102.0,3.0,7700.0,1011708.0,1006290038.0,MN23,5,4,thinkcoffee,True,40.728388,-73.995281,6316718664,False,True,1381.771671690789,low
41623363,DUNKIN,1093,2 AVENUE,10022.0,6469938473,Donuts,2024-09-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,09/11/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.759691027148,-73.965021973082,106.0,4.0,10800.0,1038603.0,1013310025.0,MN19,3,2,dunkin,True,40.69904902489941,-73.91906113366176,6469938473,False,True,7776.111599427353,low
41625945,WOLFGANG'S STEAKHOUSE,620,8 AVENUE,10018.0,2129250350,Steakhouse,2024-10-22,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,2.0,A,10/22/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.756031723639,-73.990651383744,105.0,3.0,11300.0,1087186.0,1010127501.0,MN17,3,1,wolfgangssteakhouse,True,40.7211087,-74.0098128,2129250350,True,True,4205.4691177422865,low
41627819,JACOB'S PICKLES,509,AMSTERDAM AVENUE,10024.0,2124705566,American,2024-12-18,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,32.0,C,12/18/2024,05/26/2025,Cycle Inspection / Re-inspection,40.786650037575,-73.97575098882,107.0,6.0,16900.0,1032136.0,1012150064.0,MN12,4,4,jacobspickles,True,40.70341672927573,-73.99160957243645,2124705566,True,True,9351.049774125837,low
41631538,VIVE LA CREPE,189,COLUMBUS AVENUE,10023.0,8552737369,French,2025-04-24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,04/24/2025,05/26/2025,Cycle Inspection / Re-inspection,40.775131202921,-73.98044168523,107.0,6.0,15300.0,1028437.0,1011210001.0,MN14,6,5,vivelacrepe,True,40.76899,-73.96342,8552737369,False,True,1587.7370204395058,low
41638069,DUNKIN',1599,ST NICHOLAS AVENUE,10040.0,2125681039,Donuts,2024-09-05,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,11.0,A,09/05/2024,05/26/2025,Cycle Inspection / Re-inspection,40.854815990249,-73.929719380597,112.0,10.0,27900.0,1064018.0,1021680074.0,MN35,5,5,dunkin,True,40.69904902489941,-73.91906113366176,2125681039,False,True,17343.731512691502,low
41638429,STARBUCKS,977,AVENUE OF THE AMERICAS,10018.0,2126952915,Coffee/Tea,2024-04-02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,04/02/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.750956300473,-73.986945421284,105.0,4.0,10900.0,1080606.0,1008110031.0,MN17,3,2,starbucks,True,40.72023566,-74.00095858,2126952915,False,True,3614.268644205686,low
41639194,KEUR COUMBA RESTAURANT,125,WEST  116 STREET,10026.0,2128663900,African,2025-03-24,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Z,03/24/2025,05/26/2025,Cycle Inspection / Reopening Inspection,40.802413304771,-73.950601887246,110.0,9.0,21800.0,1057402.0,1019010019.0,MN11,6,5,keurcoumbarestaurant,True,40.8074799,-73.9626312,2128663900,True,True,1158.6684039507056,low
